"ลำดับ","รหัส อปท","ชื่อ อปท","อำเภอ","จังหวัด"
"5546","6640107","องค์การบริหารส่วนตำบล ปากแคว","เมืองสุโขทัย","สุโขทัย"
"5547","6640108","องค์การบริหารส่วนตำบล เมืองเก่า","เมืองสุโขทัย","สุโขทัย"
"5548","6640109","องค์การบริหารส่วนตำบล ตาลเตี้ย","เมืองสุโขทัย","สุโขทัย"
"5549","6640110","องค์การบริหารส่วนตำบล บ้านหลุม","เมืองสุโขทัย","สุโขทัย"
"5550","6640111","องค์การบริหารส่วนตำบล ปากพระ","เมืองสุโขทัย","สุโขทัย"
"5551","6640112","องค์การบริหารส่วนตำบล ยางซ้าย","เมืองสุโขทัย","สุโขทัย"
"5552","6640113","องค์การบริหารส่วนตำบล วังทองแดง","เมืองสุโขทัย","สุโขทัย"
"5553","5640201","เทศบาลตำบล ลานหอย","บ้านด่านลานหอย","สุโขทัย"
"5554","5640202","เทศบาลตำบล ตลิ่งชัน","บ้านด่านลานหอย","สุโขทัย"
"5555","6640203","องค์การบริหารส่วนตำบล บ้านด่าน","บ้านด่านลานหอย","สุโขทัย"
"5556","6640204","องค์การบริหารส่วนตำบล ลานหอย","บ้านด่านลานหอย","สุโขทัย"
"5557","6640205","องค์การบริหารส่วนตำบล วังตะคร้อ","บ้านด่านลานหอย","สุโขทัย"
"5558","6640206","องค์การบริหารส่วนตำบล วังน้ำขาว","บ้านด่านลานหอย","สุโขทัย"
"5559","6640207","องค์การบริหารส่วนตำบล วังลึก","บ้านด่านลานหอย","สุโขทัย"
"5560","6640208","องค์การบริหารส่วนตำบล หนองหญ้าปล้อง","บ้านด่านลานหอย","สุโขทัย"
"5561","5640301","เทศบาลตำบล ทุ่งหลวง","คีรีมาศ","สุโขทัย"
"5562","5640302","เทศบาลตำบล บ้านโตนด","คีรีมาศ","สุโขทัย"
"5563","6640303","องค์การบริหารส่วนตำบล โตนด","คีรีมาศ","สุโขทัย"
"5564","6640304","องค์การบริหารส่วนตำบล ทุ่งยางเมือง","คีรีมาศ","สุโขทัย"
"5565","6640305","องค์การบริหารส่วนตำบล นาเชิงคีรี","คีรีมาศ","สุโขทัย"
"5566","6640306","องค์การบริหารส่วนตำบล บ้านน้ำพุ","คีรีมาศ","สุโขทัย"
"5567","6640307","องค์การบริหารส่วนตำบล บ้านป้อม","คีรีมาศ","สุโขทัย"
"5568","6640308","องค์การบริหารส่วนตำบล ศรีคีรีมาศ","คีรีมาศ","สุโขทัย"
"5569","6640309","องค์การบริหารส่วนตำบล สามพวง","คีรีมาศ","สุโขทัย"
"5570","6640310","องค์การบริหารส่วนตำบล หนองกระดิ่ง","คีรีมาศ","สุโขทัย"
"5571","6640311","องค์การบริหารส่วนตำบล หนองจิก","คีรีมาศ","สุโขทัย"
"5572","5640401","เทศบาลตำบล กงไกรลาศ","กงไกรลาศ","สุโขทัย"
"5573","6640402","องค์การบริหารส่วนตำบล กกแรต","กงไกรลาศ","สุโขทัย"
"5574","6640403","องค์การบริหารส่วนตำบล กง","กงไกรลาศ","สุโขทัย"
"5575","6640404","องค์การบริหารส่วนตำบล ไกรนอก","กงไกรลาศ","สุโขทัย"
"5576","6640405","องค์การบริหารส่วนตำบล ไกรใน","กงไกรลาศ","สุโขทัย"
"5577","6640406","องค์การบริหารส่วนตำบล ดงเดือย","กงไกรลาศ","สุโขทัย"
"5578","6640407","องค์การบริหารส่วนตำบล ท่าฉนวน","กงไกรลาศ","สุโขทัย"
"5579","6640408","องค์การบริหารส่วนตำบล ป่าแฝก","กงไกรลาศ","สุโขทัย"
"5580","6640409","องค์การบริหารส่วนตำบล หนองตูม","กงไกรลาศ","สุโขทัย"
"5581","6640410","องค์การบริหารส่วนตำบล ไกรกลาง","กงไกรลาศ","สุโขทัย"
"5582","6640411","องค์การบริหารส่วนตำบล บ้านใหม่สุขเกษม","กงไกรลาศ","สุโขทัย"
"5583","4640501","เทศบาลเมือง ศรีสัชนาลัย","ศรีสัชนาลัย","สุโขทัย"
"5584","5640502","เทศบาลตำบล หาดเสี้ยว","ศรีสัชนาลัย","สุโขทัย"
"5585","6640503","องค์การบริหารส่วนตำบล บ้านตึก","ศรีสัชนาลัย","สุโขทัย"
"5586","6640504","องค์การบริหารส่วนตำบล ป่างิ้ว","ศรีสัชนาลัย","สุโขทัย"
"5587","6640505","องค์การบริหารส่วนตำบล สารจิตร","ศรีสัชนาลัย","สุโขทัย"
"5588","6640506","องค์การบริหารส่วนตำบล ดงคู่","ศรีสัชนาลัย","สุโขทัย"
"5589","6640507","องค์การบริหารส่วนตำบล บ้านแก่ง","ศรีสัชนาลัย","สุโขทัย"
"5590","6640508","องค์การบริหารส่วนตำบล แม่สำ","ศรีสัชนาลัย","สุโขทัย"
"5591","6640509","องค์การบริหารส่วนตำบล แม่สิน","ศรีสัชนาลัย","สุโขทัย"
"5592","6640510","องค์การบริหารส่วนตำบล หนองอ้อ","ศรีสัชนาลัย","สุโขทัย"
"5593","5640601","เทศบาลตำบล ศรีสำโรง","ศรีสำโรง","สุโขทัย"
"5594","6640602","องค์การบริหารส่วนตำบล บ้านซ่าน","ศรีสำโรง","สุโขทัย"
"5595","6640603","องค์การบริหารส่วนตำบล บ้านไร่","ศรีสำโรง","สุโขทัย"
"5596","6640604","องค์การบริหารส่วนตำบล เกาะตาเลี้ยง","ศรีสำโรง","สุโขทัย"
"5597","6640605","องค์การบริหารส่วนตำบล ทับผึ้ง","ศรีสำโรง","สุโขทัย"
"5598","6640606","องค์การบริหารส่วนตำบล ราวต้นจันทร์","ศรีสำโรง","สุโขทัย"
"5599","6640607","องค์การบริหารส่วนตำบล วังลึก","ศรีสำโรง","สุโขทัย"
"5600","6640608","องค์การบริหารส่วนตำบล วัดเกาะ","ศรีสำโรง","สุโขทัย"
"5601","6640609","องค์การบริหารส่วนตำบล สามเรือน","ศรีสำโรง","สุโขทัย"
"5602","6640610","องค์การบริหารส่วนตำบล นาขุนไกร","ศรีสำโรง","สุโขทัย"
"5603","6640611","องค์การบริหารส่วนตำบล บ้านนา","ศรีสำโรง","สุโขทัย"
"5604","6640612","องค์การบริหารส่วนตำบล วังทอง","ศรีสำโรง","สุโขทัย"
"5605","6640613","องค์การบริหารส่วนตำบล วังใหญ่","ศรีสำโรง","สุโขทัย"
"5606","4640701","เทศบาลเมือง สวรรคโลก","สวรรคโลก","สุโขทัย"
"5607","5640702","เทศบาลตำบล ในเมือง","สวรรคโลก","สุโขทัย"
"5608","5640703","เทศบาลตำบล ป่ากุมเกาะ","สวรรคโลก","สุโขทัย"
"5609","5640706","เทศบาลตำบล คลองยาง","สวรรคโลก","สุโขทัย"
"5610","5640712","เทศบาลตำบล เมืองบางขลัง","สวรรคโลก","สุโขทัย"
"5611","6640704","องค์การบริหารส่วนตำบล ท่าทอง","สวรรคโลก","สุโขทัย"
"5612","6640705","องค์การบริหารส่วนตำบล ปากน้ำ","สวรรคโลก","สุโขทัย"
"5613","6640707","องค์การบริหารส่วนตำบล นาทุ่ง","สวรรคโลก","สุโขทัย"
"5614","6640708","องค์การบริหารส่วนตำบล เมืองบางยม","สวรรคโลก","สุโขทัย"
"5615","6640709","องค์การบริหารส่วนตำบล วังไม้ขอน","สวรรคโลก","สุโขทัย"
"5616","6640710","องค์การบริหารส่วนตำบล หนองกลับ","สวรรคโลก","สุโขทัย"
"5617","6640711","องค์การบริหารส่วนตำบล คลองกระจง","สวรรคโลก","สุโขทัย"
"5618","6640713","องค์การบริหารส่วนตำบล ย่านยาว","สวรรคโลก","สุโขทัย"
"5619","5640801","เทศบาลตำบล ศรีนคร","ศรีนคร","สุโขทัย"
"5620","6640802","องค์การบริหารส่วนตำบล ศรีนคร","ศรีนคร","สุโขทัย"
"5621","6640803","องค์การบริหารส่วนตำบล คลองมะพลับ","ศรีนคร","สุโขทัย"
"5622","6640804","องค์การบริหารส่วนตำบล นครเดิฐ","ศรีนคร","สุโขทัย"
"5623","6640805","องค์การบริหารส่วนตำบล น้ำขุม","ศรีนคร","สุโขทัย"
"5624","6640806","องค์การบริหารส่วนตำบล หนองบัว","ศรีนคร","สุโขทัย"
"5625","5640901","เทศบาลตำบล ทุ่งเสลี่ยม","ทุ่งเสลี่ยม","สุโขทัย"
"5626","5640902","เทศบาลตำบล เขาแก้วศรีสมบูรณ์","ทุ่งเสลี่ยม","สุโขทัย"
"5627","5640904","เทศบาลตำบล กลางดง","ทุ่งเสลี่ยม","สุโขทัย"
"5628","6640903","องค์การบริหารส่วนตำบล ทุ่งเสลี่ยม","ทุ่งเสลี่ยม","สุโขทัย"
"5629","6640905","องค์การบริหารส่วนตำบล ไทยชนะศึก","ทุ่งเสลี่ยม","สุโขทัย"
"5630","6640906","องค์การบริหารส่วนตำบล บ้านใหม่ไชยมงคล","ทุ่งเสลี่ยม","สุโขทัย"
"5631","2650101","องค์การบริหารส่วนจังหวัด พิษณุโลก","เมืองพิษณุโลก","พิษณุโลก"
"5632","3650102","เทศบาลนคร พิษณุโลก","เมืองพิษณุโลก","พิษณุโลก"
"5633","4650122","เทศบาลเมือง อรัญญิก","เมืองพิษณุโลก","พิษณุโลก"
"5634","5650103","เทศบาลตำบล หัวรอ","เมืองพิษณุโลก","พิษณุโลก"
"5635","5650104","เทศบาลตำบล บ้านใหม่","เมืองพิษณุโลก","พิษณุโลก"
"5636","5650105","เทศบาลตำบล พลายชุมพล","เมืองพิษณุโลก","พิษณุโลก"
"5637","5650108","เทศบาลตำบล บ้านคลอง","เมืองพิษณุโลก","พิษณุโลก"
"5638","5650113","เทศบาลตำบล ท่าทอง","เมืองพิษณุโลก","พิษณุโลก"
"5639","6650106","องค์การบริหารส่วนตำบล ดอนทอง","เมืองพิษณุโลก","พิษณุโลก"
"5640","6650107","องค์การบริหารส่วนตำบล บ้านกร่าง","เมืองพิษณุโลก","พิษณุโลก"
"5641","6650109","องค์การบริหารส่วนตำบล ไผ่ขอดอน","เมืองพิษณุโลก","พิษณุโลก"
"5642","6650110","องค์การบริหารส่วนตำบล วัดจันทร์","เมืองพิษณุโลก","พิษณุโลก"
"5643","6650111","องค์การบริหารส่วนตำบล งิ้วงาม","เมืองพิษณุโลก","พิษณุโลก"
"5644","6650112","องค์การบริหารส่วนตำบล จอมทอง","เมืองพิษณุโลก","พิษณุโลก"
"5645","6650114","องค์การบริหารส่วนตำบล ท่าโพธิ์","เมืองพิษณุโลก","พิษณุโลก"
"5646","6650115","องค์การบริหารส่วนตำบล บ้านป่า","เมืองพิษณุโลก","พิษณุโลก"
"5647","6650116","องค์การบริหารส่วนตำบล บึงพระ","เมืองพิษณุโลก","พิษณุโลก"
"5648","6650117","องค์การบริหารส่วนตำบล ปากโทก","เมืองพิษณุโลก","พิษณุโลก"
"5649","6650118","องค์การบริหารส่วนตำบล มะขามสูง","เมืองพิษณุโลก","พิษณุโลก"
"5650","6650119","องค์การบริหารส่วนตำบล วังน้ำคู้","เมืองพิษณุโลก","พิษณุโลก"
"5651","6650120","องค์การบริหารส่วนตำบล วัดพริก","เมืองพิษณุโลก","พิษณุโลก"
"5652","6650121","องค์การบริหารส่วนตำบล สมอแข","เมืองพิษณุโลก","พิษณุโลก"
"5653","5650201","เทศบาลตำบล นครไทย","นครไทย","พิษณุโลก"
"5654","5650202","เทศบาลตำบล บ้านแยง","นครไทย","พิษณุโลก"
"5655","6650203","องค์การบริหารส่วนตำบล หนองกะท้าว","นครไทย","พิษณุโลก"
"5656","6650204","องค์การบริหารส่วนตำบล นาบัว","นครไทย","พิษณุโลก"
"5657","6650205","องค์การบริหารส่วนตำบล ห้วยเฮี้ย","นครไทย","พิษณุโลก"
"5658","6650206","องค์การบริหารส่วนตำบล นครชุม","นครไทย","พิษณุโลก"
"5659","6650207","องค์การบริหารส่วนตำบล น้ำกุ่ม","นครไทย","พิษณุโลก"
"5660","6650208","องค์การบริหารส่วนตำบล เนินเพิ่ม","นครไทย","พิษณุโลก"
"5661","6650209","องค์การบริหารส่วนตำบล บ่อโพธิ์","นครไทย","พิษณุโลก"
"5662","6650210","องค์การบริหารส่วนตำบล บ้านพร้าว","นครไทย","พิษณุโลก"
"5663","6650211","องค์การบริหารส่วนตำบล ยางโกลน","นครไทย","พิษณุโลก"
"5664","5650301","เทศบาลตำบล ป่าแดง","ชาติตระการ","พิษณุโลก"
"5665","6650302","องค์การบริหารส่วนตำบล ชาติตระการ","ชาติตระการ","พิษณุโลก"
"5666","6650303","องค์การบริหารส่วนตำบล ป่าแดง","ชาติตระการ","พิษณุโลก"
"5667","6650304","องค์การบริหารส่วนตำบล ท่าสะแก","ชาติตระการ","พิษณุโลก"
"5668","6650305","องค์การบริหารส่วนตำบล บ่อภาค","ชาติตระการ","พิษณุโลก"
"5669","6650306","องค์การบริหารส่วนตำบล บ้านดง","ชาติตระการ","พิษณุโลก"
"5670","6650307","องค์การบริหารส่วนตำบล สวนเมี่ยง","ชาติตระการ","พิษณุโลก"
"5671","5650401","เทศบาลตำบล บางระกำเมืองใหม่","บางระกำ","พิษณุโลก"
"5672","5650402","เทศบาลตำบล บางระกำ","บางระกำ","พิษณุโลก"
"5673","5650403","เทศบาลตำบล ปลักแรด","บางระกำ","พิษณุโลก"
"5674","5650404","เทศบาลตำบล บึงระมาณ","บางระกำ","พิษณุโลก"
"5675","5650405","เทศบาลตำบล พันเสา","บางระกำ","พิษณุโลก"
"5676","6650406","องค์การบริหารส่วนตำบล ชุมแสงสงคราม","บางระกำ","พิษณุโลก"
"5677","6650407","องค์การบริหารส่วนตำบล บึงกอก","บางระกำ","พิษณุโลก"
"5678","6650408","องค์การบริหารส่วนตำบล คุยม่วง","บางระกำ","พิษณุโลก"
"5679","6650409","องค์การบริหารส่วนตำบล ท่านางงาม","บางระกำ","พิษณุโลก"
"5680","6650410","องค์การบริหารส่วนตำบล นิคมพัฒนา","บางระกำ","พิษณุโลก"
"5681","6650411","องค์การบริหารส่วนตำบล บ่อทอง","บางระกำ","พิษณุโลก"
"5682","6650412","องค์การบริหารส่วนตำบล วังอิทก","บางระกำ","พิษณุโลก"
"5683","6650413","องค์การบริหารส่วนตำบล หนองกุลา","บางระกำ","พิษณุโลก"
"5684","5650501","เทศบาลตำบล เนินกุ่ม","บางกระทุ่ม","พิษณุโลก"
"5685","5650502","เทศบาลตำบล บางกระทุ่ม","บางกระทุ่ม","พิษณุโลก"
"5686","5650505","เทศบาลตำบล ห้วยแก้ว","บางกระทุ่ม","พิษณุโลก"
"5687","5650509","เทศบาลตำบล สนามคลี","บางกระทุ่ม","พิษณุโลก"
"5688","6650503","องค์การบริหารส่วนตำบล ท่าตาล","บางกระทุ่ม","พิษณุโลก"
"5689","6650504","องค์การบริหารส่วนตำบล นครป่าหมาก","บางกระทุ่ม","พิษณุโลก"
"5690","6650506","องค์การบริหารส่วนตำบล โคกสลุด","บางกระทุ่ม","พิษณุโลก"
"5691","6650507","องค์การบริหารส่วนตำบล บ้านไร่","บางกระทุ่ม","พิษณุโลก"
"5692","6650508","องค์การบริหารส่วนตำบล ไผ่ล้อม","บางกระทุ่ม","พิษณุโลก"
"5693","5650601","เทศบาลตำบล พรหมพิราม","พรหมพิราม","พิษณุโลก"
"5694","5650602","เทศบาลตำบล วงฆ้อง","พรหมพิราม","พิษณุโลก"
"5695","6650603","องค์การบริหารส่วนตำบล พรหมพิราม","พรหมพิราม","พิษณุโลก"
"5696","6650604","องค์การบริหารส่วนตำบล วงฆ้อง","พรหมพิราม","พิษณุโลก"
"5697","6650605","องค์การบริหารส่วนตำบล ดงประคำ","พรหมพิราม","พิษณุโลก"
"5698","6650606","องค์การบริหารส่วนตำบล ท่าช้าง","พรหมพิราม","พิษณุโลก"
"5699","6650607","องค์การบริหารส่วนตำบล มะต้อง","พรหมพิราม","พิษณุโลก"
"5700","6650608","องค์การบริหารส่วนตำบล มะตูม","พรหมพิราม","พิษณุโลก"
"5701","6650609","องค์การบริหารส่วนตำบล วังวน","พรหมพิราม","พิษณุโลก"
"5702","6650610","องค์การบริหารส่วนตำบล ศรีภิรมย์","พรหมพิราม","พิษณุโลก"
"5703","6650611","องค์การบริหารส่วนตำบล หนองแขม","พรหมพิราม","พิษณุโลก"
"5704","6650612","องค์การบริหารส่วนตำบล ตลุกเทียม","พรหมพิราม","พิษณุโลก"
"5705","6650613","องค์การบริหารส่วนตำบล ทับยายเชียง","พรหมพิราม","พิษณุโลก"
"5706","6650614","องค์การบริหารส่วนตำบล หอกลอง","พรหมพิราม","พิษณุโลก"
"5707","5650701","เทศบาลตำบล วัดโบสถ์","วัดโบสถ์","พิษณุโลก"
"5708","6650702","องค์การบริหารส่วนตำบล วัดโบสถ์","วัดโบสถ์","พิษณุโลก"
"5709","6650703","องค์การบริหารส่วนตำบล บ้านยาง","วัดโบสถ์","พิษณุโลก"
"5710","6650704","องค์การบริหารส่วนตำบล คันโช้ง","วัดโบสถ์","พิษณุโลก"
"5711","6650705","องค์การบริหารส่วนตำบล ท้อแท้","วัดโบสถ์","พิษณุโลก"
"5712","6650706","องค์การบริหารส่วนตำบล ท่างาม","วัดโบสถ์","พิษณุโลก"
"5713","6650707","องค์การบริหารส่วนตำบล หินลาด","วัดโบสถ์","พิษณุโลก"
"5714","5650801","เทศบาลตำบล วังทอง","วังทอง","พิษณุโลก"
"5715","6650802","องค์การบริหารส่วนตำบล วังทอง","วังทอง","พิษณุโลก"
"5716","6650803","องค์การบริหารส่วนตำบล พันชาลี","วังทอง","พิษณุโลก"
"5717","6650804","องค์การบริหารส่วนตำบล แม่ระกา","วังทอง","พิษณุโลก"
"5718","6650805","องค์การบริหารส่วนตำบล แก่งโสภา","วังทอง","พิษณุโลก"
"5719","6650806","องค์การบริหารส่วนตำบล ชัยนาม","วังทอง","พิษณุโลก"
"5720","6650807","องค์การบริหารส่วนตำบล ดินทอง","วังทอง","พิษณุโลก"
"5721","6650808","องค์การบริหารส่วนตำบล ท่าหมื่นราม","วังทอง","พิษณุโลก"
"5722","6650809","องค์การบริหารส่วนตำบล บ้านกลาง","วังทอง","พิษณุโลก"
"5723","6650810","องค์การบริหารส่วนตำบล วังนกแอ่น","วังทอง","พิษณุโลก"
"5724","6650811","องค์การบริหารส่วนตำบล วังพิกุล","วังทอง","พิษณุโลก"
"5725","6650812","องค์การบริหารส่วนตำบล หนองพระ","วังทอง","พิษณุโลก"
"5726","5650901","เทศบาลตำบล เนินมะปราง","เนินมะปราง","พิษณุโลก"
"5727","5650902","เทศบาลตำบล บ้านมุง","เนินมะปราง","พิษณุโลก"
"5728","5650903","เทศบาลตำบล ไทรย้อย","เนินมะปราง","พิษณุโลก"
"5729","6650904","องค์การบริหารส่วนตำบล ชมพู","เนินมะปราง","พิษณุโลก"
"5730","6650905","องค์การบริหารส่วนตำบล เนินมะปราง","เนินมะปราง","พิษณุโลก"
"5731","6650906","องค์การบริหารส่วนตำบล บ้านน้อยซุ้มขี้เหล็ก","เนินมะปราง","พิษณุโลก"
"5732","6650907","องค์การบริหารส่วนตำบล วังโพรง","เนินมะปราง","พิษณุโลก"
"5733","6650908","องค์การบริหารส่วนตำบล วังยาง","เนินมะปราง","พิษณุโลก"
"5734","2660101","องค์การบริหารส่วนจังหวัด พิจิตร","เมืองพิจิตร","พิจิตร"
"5735","4660102","เทศบาลเมือง พิจิตร","เมืองพิจิตร","พิจิตร"
"5736","5660103","เทศบาลตำบล ท่าฬ่อ","เมืองพิจิตร","พิจิตร"
"5737","5660104","เทศบาลตำบล วังกรด","เมืองพิจิตร","พิจิตร"
"5738","5660105","เทศบาลตำบล หัวดง","เมืองพิจิตร","พิจิตร"
"5739","5660106","เทศบาลตำบล ดงป่าคำ","เมืองพิจิตร","พิจิตร"
"5740","6660107","องค์การบริหารส่วนตำบล บ้านบุ่ง","เมืองพิจิตร","พิจิตร"
"5741","6660108","องค์การบริหารส่วนตำบล คลองคะเชนทร์","เมืองพิจิตร","พิจิตร"
"5742","6660109","องค์การบริหารส่วนตำบล ป่ามะคาบ","เมืองพิจิตร","พิจิตร"
"5743","6660110","องค์การบริหารส่วนตำบล หัวดง","เมืองพิจิตร","พิจิตร"
"5744","6660111","องค์การบริหารส่วนตำบล ฆะมัง","เมืองพิจิตร","พิจิตร"
"5745","6660112","องค์การบริหารส่วนตำบล ดงกลาง","เมืองพิจิตร","พิจิตร"
"5746","6660113","องค์การบริหารส่วนตำบล ท่าหลวง","เมืองพิจิตร","พิจิตร"
"5747","6660114","องค์การบริหารส่วนตำบล ท่าฬ่อ","เมืองพิจิตร","พิจิตร"
"5748","6660115","องค์การบริหารส่วนตำบล ปากทาง","เมืองพิจิตร","พิจิตร"
"5749","6660116","องค์การบริหารส่วนตำบล ไผ่ขวาง","เมืองพิจิตร","พิจิตร"
"5750","6660117","องค์การบริหารส่วนตำบล เมืองเก่า","เมืองพิจิตร","พิจิตร"
"5751","6660118","องค์การบริหารส่วนตำบล ย่านยาว","เมืองพิจิตร","พิจิตร"
"5752","6660119","องค์การบริหารส่วนตำบล โรงช้าง","เมืองพิจิตร","พิจิตร"
"5753","6660120","องค์การบริหารส่วนตำบล สายคำโห้","เมืองพิจิตร","พิจิตร"
"5754","5660201","เทศบาลตำบล วังทรายพูน","วังทรายพูน","พิจิตร"
"5755","5660202","เทศบาลตำบล หนองปล้อง","วังทรายพูน","พิจิตร"
"5756","6660203","องค์การบริหารส่วนตำบล วังทรายพูน","วังทรายพูน","พิจิตร"
"5757","6660204","องค์การบริหารส่วนตำบล หนองพระ","วังทรายพูน","พิจิตร"
"5758","6660205","องค์การบริหารส่วนตำบล หนองปลาไหล","วังทรายพูน","พิจิตร"
"5759","5660301","เทศบาลตำบล ไผ่รอบ","โพธิ์ประทับช้าง","พิจิตร"
"5760","5660302","เทศบาลตำบล โพธิ์ประทับช้าง","โพธิ์ประทับช้าง","พิจิตร"
"5761","6660303","องค์การบริหารส่วนตำบล ทุ่งใหญ่","โพธิ์ประทับช้าง","พิจิตร"
"5762","6660304","องค์การบริหารส่วนตำบล ดงเสือเหลือง","โพธิ์ประทับช้าง","พิจิตร"
"5763","6660305","องค์การบริหารส่วนตำบล เนินสว่าง","โพธิ์ประทับช้าง","พิจิตร"
"5764","6660306","องค์การบริหารส่วนตำบล ไผ่ท่าโพ","โพธิ์ประทับช้าง","พิจิตร"
"5765","6660307","องค์การบริหารส่วนตำบล โพธิ์ประทับช้าง","โพธิ์ประทับช้าง","พิจิตร"
"5766","4660401","เทศบาลเมือง ตะพานหิน","ตะพานหิน","พิจิตร"
"5767","5660402","เทศบาลตำบล หนองพยอม","ตะพานหิน","พิจิตร"
"5768","6660403","องค์การบริหารส่วนตำบล วังสำโรง","ตะพานหิน","พิจิตร"
"5769","6660404","องค์การบริหารส่วนตำบล งิ้วราย","ตะพานหิน","พิจิตร"
"5770","6660405","องค์การบริหารส่วนตำบล ดงตะขบ","ตะพานหิน","พิจิตร"
"5771","6660406","องค์การบริหารส่วนตำบล ทุ่งโพธิ์","ตะพานหิน","พิจิตร"
"5772","6660407","องค์การบริหารส่วนตำบล วังหลุม","ตะพานหิน","พิจิตร"
"5773","6660408","องค์การบริหารส่วนตำบล ห้วยเกตุ","ตะพานหิน","พิจิตร"
"5774","6660409","องค์การบริหารส่วนตำบล คลองคูณ","ตะพานหิน","พิจิตร"
"5775","6660410","องค์การบริหารส่วนตำบล ทับหมัน","ตะพานหิน","พิจิตร"
"5776","6660411","องค์การบริหารส่วนตำบล ไผ่หลวง","ตะพานหิน","พิจิตร"
"5777","6660412","องค์การบริหารส่วนตำบล วังหว้า","ตะพานหิน","พิจิตร"
"5778","4660501","เทศบาลเมือง บางมูลนาก","บางมูลนาก","พิจิตร"
"5779","5660502","เทศบาลตำบล บางไผ่","บางมูลนาก","พิจิตร"
"5780","5660503","เทศบาลตำบล วังตะกู","บางมูลนาก","พิจิตร"
"5781","5660504","เทศบาลตำบล สำนักขุนเณร","บางมูลนาก","พิจิตร"
"5782","5660505","เทศบาลตำบล เนินมะกอก","บางมูลนาก","พิจิตร"
"5783","5660506","เทศบาลตำบล หอไกร","บางมูลนาก","พิจิตร"
"5784","6660507","องค์การบริหารส่วนตำบล วังตะกู","บางมูลนาก","พิจิตร"
"5785","6660508","องค์การบริหารส่วนตำบล ภูมิ","บางมูลนาก","พิจิตร"
"5786","6660509","องค์การบริหารส่วนตำบล วังกรด","บางมูลนาก","พิจิตร"
"5787","6660510","องค์การบริหารส่วนตำบล บางไผ่","บางมูลนาก","พิจิตร"
"5788","6660511","องค์การบริหารส่วนตำบล ลำประดา","บางมูลนาก","พิจิตร"
"5789","6660512","องค์การบริหารส่วนตำบล วังสำโรง","บางมูลนาก","พิจิตร"
"5790","5660601","เทศบาลตำบล ท่าเสา","โพทะเล","พิจิตร"
"5791","5660602","เทศบาลตำบล โพทะเล","โพทะเล","พิจิตร"
"5792","5660603","เทศบาลตำบล ทุ่งน้อย","โพทะเล","พิจิตร"
"5793","5660604","เทศบาลตำบล บางคลาน","โพทะเล","พิจิตร"
"5794","6660605","องค์การบริหารส่วนตำบล ทะนง","โพทะเล","พิจิตร"
"5795","6660606","องค์การบริหารส่วนตำบล ท่าขมิ้น","โพทะเล","พิจิตร"
"5796","6660607","องค์การบริหารส่วนตำบล ท่าบัว","โพทะเล","พิจิตร"
"5797","6660608","องค์การบริหารส่วนตำบล ท่าเสา","โพทะเล","พิจิตร"
"5798","6660609","องค์การบริหารส่วนตำบล โพทะเล","โพทะเล","พิจิตร"
"5799","6660610","องค์การบริหารส่วนตำบล ท่านั่ง","โพทะเล","พิจิตร"
"5800","6660611","องค์การบริหารส่วนตำบล ท้ายน้ำ","โพทะเล","พิจิตร"
"5801","6660612","องค์การบริหารส่วนตำบล บ้านน้อย","โพทะเล","พิจิตร"
"5802","6660613","องค์การบริหารส่วนตำบล วัดขวาง","โพทะเล","พิจิตร"
"5803","5660701","เทศบาลตำบล กำแพงดิน","สามง่าม","พิจิตร"
"5804","5660702","เทศบาลตำบล สามง่าม","สามง่าม","พิจิตร"
"5805","5660703","เทศบาลตำบล เนินปอ","สามง่าม","พิจิตร"
"5806","6660704","องค์การบริหารส่วนตำบล สามง่าม","สามง่าม","พิจิตร"
"5807","6660705","องค์การบริหารส่วนตำบล รังนก","สามง่าม","พิจิตร"
"5808","6660706","องค์การบริหารส่วนตำบล หนองโสน","สามง่าม","พิจิตร"
"5809","6660707","องค์การบริหารส่วนตำบล กำแพงดิน","สามง่าม","พิจิตร"
"5810","5660801","เทศบาลตำบล เขาทราย","ทับคล้อ","พิจิตร"
"5811","5660802","เทศบาลตำบล ทับคล้อ","ทับคล้อ","พิจิตร"
"5812","6660803","องค์การบริหารส่วนตำบล เขาเจ็ดลูก","ทับคล้อ","พิจิตร"
"5813","6660804","องค์การบริหารส่วนตำบล เขาทราย","ทับคล้อ","พิจิตร"
"5814","6660805","องค์การบริหารส่วนตำบล ทับคล้อ","ทับคล้อ","พิจิตร"
"5815","6660806","องค์การบริหารส่วนตำบล ท้ายทุ่ง","ทับคล้อ","พิจิตร"
"5816","5660901","เทศบาลตำบล สากเหล็ก","สากเหล็ก","พิจิตร"
"5817","6660902","องค์การบริหารส่วนตำบล สากเหล็ก","สากเหล็ก","พิจิตร"
"5818","6660903","องค์การบริหารส่วนตำบล คลองทราย","สากเหล็ก","พิจิตร"
"5819","6660904","องค์การบริหารส่วนตำบล ท่าเยี่ยม","สากเหล็ก","พิจิตร"
"5820","6660905","องค์การบริหารส่วนตำบล วังทับไทร","สากเหล็ก","พิจิตร"
"5821","6660906","องค์การบริหารส่วนตำบล หนองหญ้าไทร","สากเหล็ก","พิจิตร"
"5822","6661001","องค์การบริหารส่วนตำบล บางลาย","บึงนาราง","พิจิตร"
"5823","6661002","องค์การบริหารส่วนตำบล โพธิ์ไทรงาม","บึงนาราง","พิจิตร"
